transferOrdNo,quantity,woNumber,franchise,product,uom
TO32067,6,WO80718,cd,G3MFM,kg
TO32067,54,WO80719,ed,9I9SI,pcs
TO32068,41,WO80720,ab,6CA0X,kg
TO32068,87,WO80721,ed,MUQXI,kg
TO32068,50,WO80722,ab,6EXK6,kg
TO32068,11,WO80723,bc,A29VC,pcs
TO32069,93,WO80724,cd,1CAI2,ltr
TO32070,24,WO80725,bc,2SV2E,kg
TO32071,55,WO80726,ab,8VPY9,ltr
TO32071,67,WO80727,ab,VCAPU,kg
TO32071,29,WO80728,cd,SO92Q,kg
TO32072,80,WO80729,ab,S9PZI,kg
TO32073,63,WO80730,ed,AJQ16,pcs
TO32073,73,WO80731,ed,R3SOL,ltr
TO32074,45,WO80732,bc,2IIV0,kg
TO32074,97,WO80733,bc,4VQ21,pcs
TO32075,76,WO80734,cd,XPUDL,ltr
TO32075,90,WO80735,cd,TXFTE,kg
TO32075,39,WO80736,bc,Z1VNT,ltr
TO32075,90,WO80737,ed,AJQ16,pcs
TO32076,14,WO80738,cd,BKLHW,ltr
TO32076,33,WO80739,cd,JK20E,ltr
TO32077,36,WO80740,ed,EGFZI,ltr
TO32078,1,WO80741,cd,RLRUD,kg
TO32078,53,WO80742,cd,JAY8S,kg
TO32079,18,WO80743,cd,1Y6EC,pcs
TO32079,75,WO80744,ab,Y2C6D,kg
TO32080,90,WO80745,ed,ORZPU,pcs
TO32080,33,WO80746,bc,PUGA0,kg
TO32080,48,WO80747,ab,OG8HT,kg
TO32081,69,WO80748,ab,30Y0R,kg
TO32081,47,WO80749,ed,HYSMO,kg
TO32082,98,WO80750,bc,YBRLE,ltr
TO32082,20,WO80751,cd,JHI04,kg
TO32082,55,WO80752,ed,VN9TH,ltr
TO32083,11,WO80753,cd,XJ0QX,ltr
TO32083,86,WO80754,ed,ORZPU,pcs
TO32084,74,WO80755,ab,82TGR,kg
TO32084,87,WO80756,ed,2YWHC,pcs
TO32085,18,WO80757,ab,IXO2X,ltr
TO32085,53,WO80758,bc,2UEB6,kg
TO32085,80,WO80759,ed,KZ3AZ,ltr
TO32086,56,WO80760,bc,2BTJK,kg
TO32086,86,WO80761,bc,K4FGX,pcs
TO32087,15,WO80762,cd,4BGO5,ltr
TO32087,37,WO80763,bc,PAT6Y,pcs
TO32088,31,WO80764,bc,1XNIB,kg
TO32088,59,WO80765,ab,2RJ9V,kg
TO32089,5,WO80766,bc,6JQ91,kg
TO32089,4,WO80767,cd,E249Y,kg
TO32089,78,WO80768,cd,1516Y,ltr
TO32089,67,WO80769,cd,38A2Z,kg
TO32090,25,WO80770,bc,LC2XS,ltr
TO32090,35,WO80771,ab,EE3JS,ltr
TO32091,12,WO80772,bc,A8NCA,pcs
TO32091,37,WO80773,cd,T9EE3,ltr
TO32092,42,WO80774,ed,GRM6O,ltr
TO32092,7,WO80775,ab,W1OWM,kg
TO32093,98,WO80776,ab,09B8J,kg
TO32093,47,WO80777,bc,9MZKN,kg
TO32093,1,WO80778,bc,UP3KT,kg
TO32093,23,WO80779,bc,6010J,ltr
TO32094,51,WO80780,ed,5LQMY,pcs
TO32094,32,WO80781,ed,7X5IA,kg
TO32094,23,WO80782,bc,Q222W,pcs
TO32094,97,WO80783,bc,GGNAZ,pcs
TO32095,94,WO80784,ab,6IR6U,pcs
TO32095,21,WO80785,ab,9UT4J,kg
TO32095,8,WO80786,ed,6HF24,ltr
TO32096,35,WO80787,cd,U7OCB,kg
TO32096,88,WO80788,ab,ZFW6W,ltr
TO32096,49,WO80789,ab,MG8U5,pcs
TO32097,26,WO80790,ed,LA6O3,kg
TO32097,51,WO80791,ab,6UBGY,pcs
TO32097,67,WO80792,bc,IRDBO,kg
TO32097,97,WO80793,ab,C3IC9,ltr
TO32098,1,WO80794,ab,WOOPP,kg
TO32099,24,WO80795,cd,Z1VNT,pcs
TO32100,77,WO80796,bc,GTO1L,kg
TO32101,67,WO80797,ed,EVK7X,ltr
TO32101,2,WO80798,ab,QITDE,pcs
TO32101,5,WO80799,cd,LGJZY,pcs
TO32102,85,WO80800,ab,9X2XJ,pcs
TO32103,43,WO80801,ab,RWHW7,pcs
TO32103,21,WO80802,ed,YEBGU,ltr
TO32103,15,WO80803,bc,ZJEHY,kg
TO32103,61,WO80804,bc,IST5E,pcs
TO32104,35,WO80805,cd,EMGP5,pcs
TO32104,87,WO80806,cd,7OBP1,pcs
TO32104,52,WO80807,bc,1S3XT,ltr
TO32105,32,WO80808,bc,9OJDR,pcs
TO32105,36,WO80809,bc,5ZDBK,ltr
TO32106,96,WO80810,ab,LCYC3,ltr
TO32107,99,WO80811,ab,DC9H1,ltr
TO32108,20,WO80812,cd,LR8L9,pcs
TO32108,82,WO80813,ed,ZF4C4,pcs
TO32108,7,WO80814,bc,W67U6,ltr
TO32109,39,WO80815,cd,FAHSJ,pcs
TO32109,27,WO80816,ed,S0S6X,kg
TO32110,75,WO80817,ed,3A3BE,pcs
TO32111,33,WO80818,ed,V4L1A,ltr
TO32111,78,WO80819,ed,6F11Y,kg
TO32111,55,WO80820,cd,1Y6EC,pcs
TO32112,79,WO80821,cd,Q2G8D,kg
TO32112,92,WO80822,bc,D1J4W,ltr
TO32113,47,WO80823,bc,YYTAT,pcs
TO32114,31,WO80824,cd,KP5P4,ltr
TO32114,52,WO80825,bc,SMY65,kg
TO32115,97,WO80826,ab,M8BVU,ltr
TO32116,79,WO80827,ab,NXAJ3,pcs
TO32116,62,WO80828,ab,R3SOL,kg
TO32117,29,WO80829,cd,XUXH6,kg
TO32117,16,WO80830,ab,DJWPG,pcs
TO32117,94,WO80831,bc,E4IGW,ltr
TO32118,16,WO80832,ab,ATSCW,pcs
TO32119,15,WO80833,cd,5AOJG,kg
TO32119,96,WO80834,ab,UL864,ltr
TO32119,36,WO80835,cd,ZT3PU,pcs
TO32119,67,WO80836,cd,8CTAP,kg
TO32120,88,WO80837,ed,U2JEB,ltr
TO32120,5,WO80838,ed,L8QFQ,ltr
TO32121,68,WO80839,ab,YY9ER,ltr
TO32122,87,WO80840,cd,Z7HIX,ltr
TO32122,53,WO80841,ed,PITE4,kg
TO32122,32,WO80842,ed,L8VZM,ltr
TO32122,90,WO80843,ed,OPW81,ltr
TO32123,16,WO80844,ab,T7H2P,ltr
TO32123,94,WO80845,ed,WX9LJ,kg
TO32124,88,WO80846,ed,V153B,pcs
TO32124,64,WO80847,ed,W2L5A,ltr
TO32124,86,WO80848,bc,LXRPM,pcs
TO32125,13,WO80849,ed,3BZPL,kg
TO32125,64,WO80850,cd,GRM6O,ltr
TO32125,75,WO80851,ed,6YAMX,ltr
TO32125,70,WO80852,cd,2RJ9V,pcs
TO32126,87,WO80853,ab,DDX1K,ltr
TO32126,97,WO80854,bc,4VQ21,kg
TO32126,12,WO80855,bc,5ZDBK,kg
TO32127,14,WO80856,cd,XX3OJ,pcs
TO32127,48,WO80857,ed,XWU5C,ltr
TO32127,72,WO80858,bc,XX227,ltr
TO32128,25,WO80859,cd,NCS7U,ltr
TO32128,97,WO80860,ed,6YPJN,ltr
TO32129,98,WO80861,bc,X94XR,ltr
TO32129,100,WO80862,ab,54RYW,ltr
TO32130,98,WO80863,ab,ZJOXD,pcs
TO32130,17,WO80864,cd,LJEBW,kg
TO32130,14,WO80865,cd,JWD4C,pcs
TO32131,84,WO80866,ab,PDTLA,kg
TO32131,33,WO80867,cd,XN3AH,pcs
TO32131,43,WO80868,ab,8RL2D,pcs
TO32131,67,WO80869,ed,Y2C6D,pcs
TO32132,50,WO80870,ed,M1FK4,pcs
TO32132,5,WO80871,bc,Y1I2Z,ltr
TO32132,9,WO80872,bc,A3S3N,pcs
TO32133,31,WO80873,ab,1GB6R,kg
TO32133,98,WO80874,ed,O3K2K,pcs
TO32133,31,WO80875,ab,0LB8I,ltr
TO32133,54,WO80876,ab,8CTAP,pcs
TO32134,2,WO80877,cd,Y4M84,ltr
TO32134,67,WO80878,ab,8SHY2,ltr
TO32135,14,WO80879,ed,P29EC,ltr
TO32135,83,WO80880,bc,EVK7X,pcs
TO32136,7,WO80881,ed,1ID1U,ltr
TO32136,87,WO80882,bc,E8KN5,ltr
TO32136,42,WO80883,ed,CTTCV,pcs
TO32136,65,WO80884,ed,L0R0J,ltr
TO32137,48,WO80885,ed,88YYP,kg
TO32137,56,WO80886,bc,BQ19V,kg
TO32137,22,WO80887,bc,SO92Q,pcs
TO32138,63,WO80888,ab,6UDZV,kg
TO32139,62,WO80889,bc,EVO9V,pcs
TO32139,54,WO80890,ab,0CHBP,kg
TO32139,14,WO80891,bc,XY3YO,ltr
TO32140,68,WO80892,cd,ZJKSV,kg
TO32140,91,WO80893,ed,5C8QA,ltr
TO32140,41,WO80894,ed,WX86K,kg
TO32141,43,WO80895,ed,HYSMO,kg
TO32141,97,WO80896,ab,KMYRC,ltr
TO32141,70,WO80897,cd,O1R8R,kg
TO32142,55,WO80898,bc,HCPAD,kg
TO32142,1,WO80899,cd,Q4EYX,kg
TO32142,17,WO80900,cd,AHIBB,ltr
TO32143,42,WO80901,cd,2GLPZ,ltr
TO32143,79,WO80902,bc,A8NCA,kg
TO32143,13,WO80903,cd,09B8J,ltr
TO32144,26,WO80904,cd,B7RZ5,kg
TO32144,18,WO80905,bc,HMBLK,kg
TO32144,88,WO80906,bc,6F4G2,ltr
TO32145,31,WO80907,ed,KTWZR,kg
TO32146,91,WO80908,bc,2PBZQ,kg
TO32146,74,WO80909,ed,8R4G9,pcs
TO32147,11,WO80910,ed,CTTCV,pcs
TO32148,83,WO80911,cd,V1DRL,kg
TO32148,74,WO80912,ed,AG530,pcs
TO32149,97,WO80913,ab,9YET2,ltr
TO32150,15,WO80914,ed,3LRLZ,ltr
TO32150,29,WO80915,cd,T6JDE,ltr
TO32150,64,WO80916,cd,6OBAQ,pcs
TO32150,89,WO80917,bc,3DAA4,kg
TO32151,5,WO80918,ed,F2XT9,ltr
TO32151,71,WO80919,cd,Q4AGR,ltr
TO32151,55,WO80920,bc,48878,kg
TO32151,45,WO80921,ed,DC9H1,kg
TO32152,88,WO80922,ed,VPNTV,kg
TO32153,10,WO80923,cd,BT8YH,pcs
TO32154,96,WO80924,bc,OOV1Q,kg
TO32154,73,WO80925,ed,DKRQM,pcs
TO32154,15,WO80926,ed,25QRM,pcs
TO32154,60,WO80927,ab,O1R8R,pcs
TO32155,75,WO80928,ab,66JMD,kg
TO32156,64,WO80929,cd,IIVAH,pcs
TO32156,77,WO80930,cd,ZMQTV,pcs
TO32156,33,WO80931,cd,WAM60,kg
TO32156,100,WO80932,ed,PKQ8A,kg
TO32157,39,WO80933,cd,S9PZI,kg
TO32157,83,WO80934,ab,TVQU2,kg
TO32157,90,WO80935,bc,2GLPZ,ltr
TO32158,47,WO80936,bc,UVS4M,ltr
TO32159,52,WO80937,bc,1GB6R,kg
TO32160,49,WO80938,ed,6AR0E,kg
TO32161,29,WO80939,ab,5IDZQ,kg
TO32161,92,WO80940,cd,C0GVW,pcs
TO32161,35,WO80941,bc,MKW1Z,ltr
TO32161,98,WO80942,cd,9X5JD,pcs
TO32162,95,WO80943,ed,TNDUO,kg
TO32162,12,WO80944,ed,L8QFQ,ltr
TO32162,52,WO80945,ed,XZ5FF,pcs
TO32163,70,WO80946,bc,T9EE3,ltr
TO32163,94,WO80947,cd,Y2C6D,ltr
TO32164,85,WO80948,ab,WX9LJ,kg
TO32164,16,WO80949,ed,016KS,ltr
TO32165,17,WO80950,ab,7A72E,ltr
TO32166,95,WO80951,bc,T7H2P,kg
TO32167,98,WO80952,ed,T9EE3,kg
TO32168,36,WO80953,ab,PPKJ0,ltr
TO32168,32,WO80954,cd,1T4J6,pcs
TO32168,88,WO80955,bc,7IQYD,pcs
TO32169,33,WO80956,ed,TINB5,pcs
TO32169,34,WO80957,ab,W1OWM,pcs
TO32170,37,WO80958,ab,RAEMF,ltr
TO32171,1,WO80959,cd,KE3FA,pcs
TO32171,80,WO80960,cd,W1XWR,kg
TO32171,12,WO80961,cd,A8H5P,kg
TO32171,82,WO80962,ed,V8NP4,ltr
TO32172,48,WO80963,ab,1HAUU,pcs
TO32172,92,WO80964,bc,PAT6Y,kg
TO32172,8,WO80965,cd,3DAA4,kg
TO32173,99,WO80966,ed,OMXI0,pcs
TO32173,86,WO80967,bc,PKQ8A,ltr
TO32173,12,WO80968,cd,G0B8R,pcs
TO32173,43,WO80969,ed,MNCO7,kg
TO32174,84,WO80970,ab,GMY0G,pcs
TO32175,54,WO80971,cd,S0IF8,kg
TO32175,89,WO80972,bc,ZIVBS,pcs
TO32175,12,WO80973,ed,I8VQ1,pcs
TO32175,1,WO80974,ed,5PPNL,ltr
TO32176,35,WO80975,ed,JWD4C,ltr
TO32176,51,WO80976,bc,HA1O0,pcs
TO32176,26,WO80977,ed,6IR6U,pcs
TO32177,3,WO80978,ed,R5GB0,ltr
TO32177,82,WO80979,cd,6B0JK,pcs
TO32177,61,WO80980,ed,YJYR6,pcs
TO32178,45,WO80981,ab,1QCO0,ltr
TO32178,77,WO80982,ed,3IT3I,kg
TO32178,46,WO80983,ab,ECR0E,pcs
TO32178,100,WO80984,bc,2YC8I,pcs
TO32179,25,WO80985,ab,WRUW6,ltr
TO32180,8,WO80986,bc,7SKJZ,pcs
TO32180,67,WO80987,cd,DSSWQ,ltr
TO32181,24,WO80988,cd,KYEN7,kg
TO32181,97,WO80989,ab,76X3M,kg
TO32182,89,WO80990,cd,ZJ43J,pcs
TO32182,56,WO80991,cd,RLRUD,pcs
TO32182,46,WO80992,cd,JVWQ5,kg
TO32182,25,WO80993,ab,DR5Y6,ltr
TO32183,5,WO80994,ab,FP6JJ,pcs
TO32183,14,WO80995,ed,3H6L4,ltr
TO32183,86,WO80996,cd,MZC2E,pcs
TO32183,97,WO80997,ab,KEDLB,kg
TO32184,76,WO80998,ed,LFX9P,ltr
TO32185,21,WO80999,ab,M38BR,ltr
TO32186,40,WO81000,cd,PI1KP,ltr
TO32186,70,WO81001,ed,3W5KD,kg
TO32187,14,WO81002,cd,2ITVC,pcs
TO32187,57,WO81003,ed,QS7A2,pcs
TO32187,13,WO81004,ab,HA1O0,ltr
TO32188,2,WO81005,ab,7BRXM,kg
TO32188,88,WO81006,cd,312G8,pcs
TO32188,99,WO81007,ed,EUZ9S,kg
TO32189,88,WO81008,ab,BXWFU,kg
TO32189,92,WO81009,bc,AGP43,kg
TO32189,42,WO81010,bc,WT9PR,kg
TO32190,96,WO81011,cd,XUHFP,kg
TO32190,3,WO81012,bc,HEO0R,kg
TO32190,79,WO81013,ed,VKZIJ,kg
TO32190,29,WO81014,ab,1516Y,ltr
TO32191,19,WO81015,ab,ZHRES,kg
TO32192,89,WO81016,ed,C4SWO,pcs
TO32192,34,WO81017,ab,EMHL1,ltr
TO32192,23,WO81018,cd,38A2Z,pcs
TO32192,64,WO81019,bc,HJS3D,ltr
TO32193,41,WO81020,bc,PKQ8A,ltr
TO32193,38,WO81021,ed,S72T5,pcs
TO32193,97,WO81022,cd,TNDUO,ltr
TO32193,25,WO81023,bc,ATCX4,kg
TO32194,80,WO81024,cd,HMBLK,pcs
TO32195,16,WO81025,ab,2PY07,kg
TO32195,50,WO81026,ed,2ES22,ltr
TO32195,68,WO81027,bc,IRDBO,pcs
TO32195,4,WO81028,ab,DKRQM,kg
TO32196,95,WO81029,cd,F3HMQ,ltr
TO32196,40,WO81030,bc,64QT6,pcs
TO32196,72,WO81031,bc,NDPJP,kg
TO32196,53,WO81032,bc,T9WJL,pcs
TO32197,28,WO81033,ab,RI2W0,pcs
TO32197,72,WO81034,cd,FQY6M,kg
TO32197,19,WO81035,ed,L5ZRA,ltr
TO32197,66,WO81036,cd,IQSTI,pcs
TO32198,54,WO81037,ed,EMHL1,ltr
TO32198,59,WO81038,bc,Y6EYS,kg
TO32198,54,WO81039,ed,UEJ2E,ltr
TO32199,25,WO81040,ab,1CAI2,ltr
TO32199,31,WO81041,ed,1LDDH,kg
TO32200,23,WO81042,ed,NQNBF,kg
TO32200,93,WO81043,bc,XS8RQ,pcs
TO32200,15,WO81044,bc,DUALA,kg
TO32200,46,WO81045,bc,M73SV,kg
TO32201,76,WO81046,ed,LFR2A,ltr
TO32201,97,WO81047,cd,1516Y,kg
TO32201,38,WO81048,ab,B5220,pcs
TO32201,42,WO81049,cd,GHS7I,kg
TO32202,96,WO81050,ab,ZFW6W,pcs
TO32202,32,WO81051,bc,WRUW6,ltr
TO32202,87,WO81052,bc,O70GW,ltr
TO32203,45,WO81053,bc,5PPNL,kg
TO32203,44,WO81054,bc,YY9ER,pcs
TO32204,81,WO81055,ed,704ZI,pcs
TO32204,69,WO81056,ab,ACH43,pcs
TO32204,89,WO81057,ab,5JWES,ltr
TO32204,44,WO81058,bc,XX253,kg
TO32205,70,WO81059,bc,ZPGXM,ltr
TO32206,1,WO81060,cd,A3S3N,ltr
TO32206,83,WO81061,ed,T6JDE,kg
TO32207,73,WO81062,ab,W2L5A,pcs
TO32208,42,WO81063,ed,U30PA,pcs
TO32208,99,WO81064,cd,WX86K,kg
TO32209,45,WO81065,ed,A9ACI,ltr
TO32210,8,WO81066,ed,MZQ72,kg
TO32211,43,WO81067,cd,E4IGW,kg
TO32212,12,WO81068,ed,9MI7H,ltr
TO32212,89,WO81069,bc,7YDM9,pcs
TO32213,30,WO81070,ed,FQM9F,ltr
TO32213,2,WO81071,bc,1TKYD,pcs
TO32213,8,WO81072,cd,SZ9MO,ltr
TO32214,59,WO81073,cd,6IR6U,pcs
TO32214,29,WO81074,ed,YA8BM,pcs
TO32214,51,WO81075,cd,W2L5A,ltr
TO32215,76,WO81076,ab,016KS,kg
TO32215,84,WO81077,bc,EWVKK,pcs
TO32215,56,WO81078,ed,RPSEN,ltr
TO32216,14,WO81079,bc,3H6L4,kg
TO32216,30,WO81080,cd,IHF17,kg
TO32217,29,WO81081,ed,2IIV0,pcs
TO32217,95,WO81082,ed,Z3ZL1,pcs
TO32217,65,WO81083,bc,1LDDH,pcs
TO32218,49,WO81084,ab,XZ2MV,pcs
TO32218,39,WO81085,ed,D1J4W,kg
TO32218,71,WO81086,cd,SWX8L,ltr
TO32218,67,WO81087,bc,34CD7,kg
TO32219,65,WO81088,ed,1U2CE,kg
TO32219,67,WO81089,cd,82TGR,ltr
TO32219,36,WO81090,ab,RFJHY,ltr
TO32219,27,WO81091,ab,XX227,pcs
TO32220,70,WO81092,ab,3ACX4,kg
TO32221,95,WO81093,ab,JH259,pcs
TO32221,14,WO81094,bc,VHH8I,ltr
TO32222,51,WO81095,bc,XQB7Y,ltr
TO32222,91,WO81096,bc,AIX2E,kg
TO32222,7,WO81097,cd,1CAI2,ltr
TO32223,23,WO81098,ed,LYLGU,pcs
TO32223,9,WO81099,ed,B2EM1,ltr
TO32223,78,WO81100,ab,W2L5A,pcs
TO32223,92,WO81101,ab,A9ACI,ltr
TO32224,70,WO81102,bc,5669S,pcs
TO32225,50,WO81103,ed,XSOCF,pcs
TO32226,61,WO81104,ed,45UAK,pcs
TO32227,28,WO81105,cd,H5U2A,ltr
TO32227,57,WO81106,bc,2FDTG,ltr
TO32227,60,WO81107,ab,XZIN1,ltr
TO32227,18,WO81108,ab,44Z79,ltr
TO32228,8,WO81109,ed,L0R0J,kg
TO32228,30,WO81110,bc,YPFUW,ltr
TO32228,45,WO81111,bc,CUTFB,pcs
TO32228,21,WO81112,ab,3H6L4,ltr
TO32229,96,WO81113,ed,GRM6O,pcs
TO32229,75,WO81114,cd,OOV1Q,kg
TO32230,34,WO81115,ed,NDPJP,ltr
TO32230,94,WO81116,ed,DT8U1,ltr
TO32230,73,WO81117,ed,KKLJL,kg
TO32230,86,WO81118,bc,DHR4S,ltr
TO32231,40,WO81119,ab,NFA0S,pcs
TO32231,92,WO81120,cd,EJNRL,kg
TO32232,41,WO81121,ed,8934V,kg
TO32232,15,WO81122,bc,BM0GE,pcs
TO32232,39,WO81123,cd,9EYO1,pcs
TO32232,39,WO81124,ed,5IR26,ltr
TO32233,14,WO81125,bc,1CAI2,pcs
TO32233,97,WO81126,ab,OWRAJ,kg
TO32233,36,WO81127,ab,K16E7,kg
TO32234,33,WO81128,ed,PHOHH,pcs
TO32234,38,WO81129,ab,IY24J,kg
TO32235,94,WO81130,ab,9OJDR,ltr
TO32236,23,WO81131,cd,KUBJR,kg
TO32236,13,WO81132,ab,CQOEA,pcs
TO32236,32,WO81133,ab,Z1VNT,kg
TO32237,56,WO81134,ab,BT8YH,ltr
TO32237,58,WO81135,cd,76G6Z,ltr
TO32238,50,WO81136,ab,ZFW6W,ltr
TO32238,67,WO81137,cd,9HALI,kg
TO32238,98,WO81138,ab,JS214,kg
TO32239,54,WO81139,cd,2IIV0,ltr
TO32239,59,WO81140,cd,NH4XF,ltr
TO32239,13,WO81141,cd,JS214,kg
TO32239,2,WO81142,ed,9IZON,ltr
TO32240,42,WO81143,ab,CH2EE,ltr
TO32241,40,WO81144,ed,VQN61,pcs
TO32241,53,WO81145,cd,6UBGY,pcs
TO32241,71,WO81146,cd,6CA0X,pcs
TO32242,24,WO81147,bc,F2XT9,ltr
TO32242,52,WO81148,cd,RLRUD,kg
TO32242,4,WO81149,ed,WRYW9,pcs
TO32242,56,WO81150,cd,TJ671,ltr
TO32243,93,WO81151,cd,PG8HK,kg
TO32243,29,WO81152,cd,745YD,kg
TO32243,6,WO81153,ed,ID88M,pcs
TO32243,83,WO81154,cd,8P5JS,ltr
TO32244,82,WO81155,cd,EVB9I,ltr
TO32244,23,WO81156,cd,5669S,kg
TO32244,77,WO81157,ed,AUHCS,ltr
TO32244,89,WO81158,ed,UD3UP,pcs
TO32245,71,WO81159,bc,2DYOU,kg
TO32245,24,WO81160,ed,G4X3T,kg
TO32245,78,WO81161,ab,C0GVW,ltr
TO32245,35,WO81162,bc,7R1FC,ltr
TO32246,75,WO81163,bc,F2XT9,pcs
TO32246,91,WO81164,bc,ECR0E,ltr
TO32246,19,WO81165,cd,NIAG8,ltr
TO32246,58,WO81166,ed,48878,pcs
TO32247,52,WO81167,ed,1516Y,kg
TO32247,52,WO81168,bc,1ID1U,kg
TO32247,87,WO81169,cd,U5M4A,pcs
TO32248,73,WO81170,ab,HB0YS,pcs
TO32249,12,WO81171,ed,X0RHG,ltr
TO32249,15,WO81172,ab,ZI8KI,pcs
TO32249,9,WO81173,bc,9O8DS,kg
TO32250,53,WO81174,bc,NQKBG,pcs
TO32251,46,WO81175,bc,FNER9,ltr
TO32252,8,WO81176,ed,LA6O3,pcs
TO32252,53,WO81177,ab,DH6CS,kg
TO32253,62,WO81178,ed,O1OB7,pcs
TO32253,4,WO81179,bc,R3TQ4,kg
TO32253,74,WO81180,ed,EGFZI,pcs
TO32253,92,WO81181,cd,R0QW7,pcs
TO32254,40,WO81182,cd,LA6O3,ltr
TO32254,14,WO81183,bc,6I2IO,pcs
TO32254,74,WO81184,bc,8VPY9,pcs
TO32254,35,WO81185,cd,3YUEU,ltr
TO32255,76,WO81186,cd,IXO2X,kg
TO32255,57,WO81187,bc,XPUDL,kg
TO32256,9,WO81188,ab,7OBP1,kg
TO32256,56,WO81189,ab,0CT0A,kg
TO32257,4,WO81190,cd,4COBD,ltr
TO32257,76,WO81191,ed,EEA4F,pcs
TO32257,59,WO81192,ab,LV83F,kg
TO32257,50,WO81193,cd,VPQIP,pcs
TO32258,12,WO81194,ed,6I2IO,ltr
TO32258,7,WO81195,ed,FQ2EX,kg
TO32259,48,WO81196,ab,HMBLK,kg
TO32259,62,WO81197,ab,JWI1E,pcs
TO32260,22,WO81198,ab,44Z79,kg
TO32260,52,WO81199,bc,HEOUL,pcs
TO32260,60,WO81200,bc,VF0IZ,ltr
TO32261,74,WO81201,ed,SF06V,kg
TO32262,40,WO81202,cd,C9CUE,ltr
TO32262,85,WO81203,bc,76G6Z,kg
TO32263,73,WO81204,cd,XERZE,pcs
TO32263,76,WO81205,ab,CM0PB,kg
TO32263,74,WO81206,cd,BTUNF,ltr
TO32263,95,WO81207,bc,DHR4S,pcs
TO32264,99,WO81208,cd,ZMQTV,kg
TO32264,30,WO81209,ed,SEO6T,pcs
TO32265,58,WO81210,bc,MKGCQ,ltr
TO32265,50,WO81211,ed,C59LF,pcs
TO32265,20,WO81212,ab,9O8DS,ltr
TO32266,100,WO81213,ab,P29EC,kg
TO32267,41,WO81214,cd,S0S6X,kg
TO32268,82,WO81215,ab,X2V1D,pcs
TO32268,32,WO81216,cd,8IAK4,ltr
TO32268,94,WO81217,cd,DC9H1,kg
TO32269,59,WO81218,cd,WT9PR,pcs
TO32269,27,WO81219,ed,R0M42,pcs
TO32269,71,WO81220,ed,RNEFL,pcs
TO32270,27,WO81221,ab,KP5P4,ltr
TO32270,7,WO81222,cd,GZK0F,pcs
TO32270,30,WO81223,bc,Z3ZL1,pcs
TO32271,81,WO81224,ed,BM919,pcs
TO32271,41,WO81225,bc,CUTFB,kg
TO32271,94,WO81226,cd,2KZ4F,kg
TO32272,17,WO81227,ed,5JAYY,ltr
TO32272,89,WO81228,ed,EJNRL,ltr
TO32272,84,WO81229,ab,MKGCQ,ltr
TO32272,52,WO81230,bc,F212M,kg
TO32273,64,WO81231,cd,KTWZR,kg
TO32273,33,WO81232,bc,5I7CG,ltr
TO32273,88,WO81233,ab,T7H2P,ltr
TO32274,31,WO81234,ed,9BT5T,pcs
TO32274,31,WO81235,bc,1Z7OX,kg
TO32275,95,WO81236,ed,HA1O0,ltr
TO32276,45,WO81237,ed,V1DRL,pcs
TO32276,59,WO81238,ed,DSSWQ,ltr
TO32276,90,WO81239,ed,1CAI2,pcs
TO32276,52,WO81240,ed,QJWE6,pcs
TO32277,73,WO81241,ed,4YA6E,pcs
TO32277,96,WO81242,bc,PG8HK,kg
TO32277,66,WO81243,bc,I8SJK,pcs
TO32278,58,WO81244,cd,ZPGXM,pcs
TO32278,9,WO81245,ed,XX253,ltr
TO32278,28,WO81246,ed,XPUDL,ltr
TO32279,50,WO81247,ed,6U6OJ,ltr
TO32279,64,WO81248,ed,3A3BE,kg
TO32279,61,WO81249,ed,SBHYP,ltr
TO32279,22,WO81250,ed,DKLC6,ltr
TO32280,88,WO81251,ab,QS7A2,pcs
TO32280,26,WO81252,ab,2ES22,kg
TO32280,94,WO81253,ab,LGH2I,pcs
TO32280,41,WO81254,bc,FAKSY,ltr
TO32281,9,WO81255,ab,CP7RM,pcs
TO32282,87,WO81256,ab,66JMD,ltr
TO32282,72,WO81257,ab,KM1KU,pcs
TO32282,16,WO81258,cd,HAQEP,ltr
TO32282,82,WO81259,cd,6PD21,kg
TO32283,1,WO81260,cd,IQSTI,ltr
TO32283,47,WO81261,ed,DM1KH,ltr
TO32283,24,WO81262,cd,KKLJL,pcs
TO32283,63,WO81263,ed,VPQIP,ltr
TO32284,50,WO81264,ab,Q75Y3,ltr
TO32284,84,WO81265,cd,0695F,kg
TO32284,67,WO81266,ed,A0VUE,kg
TO32285,10,WO81267,bc,W67U6,kg
TO32285,46,WO81268,bc,XAICO,pcs
TO32285,17,WO81269,ed,U6PFE,kg
TO32286,9,WO81270,bc,MNJRC,ltr
TO32286,28,WO81271,bc,W6LRB,pcs
TO32286,87,WO81272,ed,UIVLA,kg
TO32286,100,WO81273,cd,P5NDK,ltr
TO32287,55,WO81274,cd,E249Y,ltr
TO32287,38,WO81275,ed,VFF90,ltr
TO32287,53,WO81276,ab,6B0JK,ltr
TO32287,30,WO81277,ed,WAJBE,ltr
TO32288,40,WO81278,cd,540ZT,ltr
TO32288,22,WO81279,cd,6AR0E,pcs
TO32288,94,WO81280,ab,4BGO5,kg
TO32289,88,WO81281,bc,6MEYS,pcs
TO32289,3,WO81282,ed,J0VH4,kg
TO32289,36,WO81283,bc,RDW7Z,pcs
TO32290,95,WO81284,bc,BY0XP,ltr
