transferOrdNo,woNumber,time_taken_to_complete_order,workers_needed
TO24592,WO61923,200,8
TO24593,WO61924,48,10
TO24593,WO61925,59,6
TO24594,WO61926,273,5
TO24594,WO61927,104,10
TO24594,WO61928,121,4
TO24595,WO61929,96,6
TO24595,WO61930,288,4
TO24595,WO61931,109,2
TO24596,WO61932,326,4
TO24596,WO61933,290,6
TO24596,WO61934,204,8
TO24596,WO61935,295,6
TO24597,WO61936,279,4
TO24597,WO61937,312,9
TO24598,WO61938,266,10
TO24598,WO61939,189,4
TO24598,WO61940,163,2
TO24599,WO61941,146,7
TO24599,WO61942,107,8
TO24599,WO61943,128,4
TO24600,WO61944,77,9
TO24600,WO61945,272,10
TO24600,WO61946,181,5
TO24600,WO61947,161,2
TO24601,WO61948,65,4
TO24601,WO61949,244,9
TO24602,WO61950,317,5
TO24602,WO61951,229,8
TO24603,WO61952,151,2
TO24603,WO61953,343,8
TO24603,WO61954,206,8
TO24604,WO61955,248,1
TO24604,WO61956,92,3
TO24605,WO61957,62,5
TO24605,WO61958,59,3
TO24605,WO61959,194,5
TO24605,WO61960,294,4
TO24606,WO61961,226,10
TO24606,WO61962,158,10
TO24606,WO61963,33,4
TO24606,WO61964,105,4
TO24607,WO61965,188,3
TO24607,WO61966,99,3
TO24608,WO61967,193,5
TO24608,WO61968,145,1
TO24608,WO61969,44,1
TO24609,WO61970,162,10
TO24610,WO61971,223,8
TO24610,WO61972,263,7
TO24610,WO61973,63,1
TO24610,WO61974,181,10
TO24611,WO61975,78,2
TO24611,WO61976,235,8
TO24612,WO61977,120,10
TO24613,WO61978,300,9
TO24613,WO61979,245,8
TO24613,WO61980,281,1
TO24613,WO61981,74,8
TO24614,WO61982,149,1
TO24615,WO61983,268,1
TO24615,WO61984,164,5
TO24615,WO61985,294,10
TO24616,WO61986,123,8
TO24616,WO61987,331,2
TO24616,WO61988,357,4
TO24616,WO61989,302,6
TO24617,WO61990,271,1
TO24617,WO61991,302,1
TO24617,WO61992,30,1
TO24618,WO61993,292,6
TO24619,WO61994,258,4
TO24619,WO61995,241,9
TO24619,WO61996,30,6
TO24619,WO61997,346,1
TO24620,WO61998,200,10
TO24620,WO61999,309,2
TO24620,WO62000,81,2
TO24621,WO62001,98,10
TO24621,WO62002,119,7
TO24621,WO62003,258,7
TO24621,WO62004,357,2
TO24622,WO62005,291,5
TO24622,WO62006,133,1
TO24623,WO62007,334,5
TO24623,WO62008,303,8
TO24623,WO62009,209,6
TO24623,WO62010,262,7
TO24624,WO62011,63,6
TO24624,WO62012,272,5
TO24625,WO62013,159,10
TO24625,WO62014,342,5
TO24625,WO62015,161,7
TO24626,WO62016,215,5
TO24626,WO62017,296,3
TO24627,WO62018,309,10
TO24627,WO62019,58,6
TO24627,WO62020,99,3
TO24628,WO62021,141,10
TO24628,WO62022,223,2
TO24629,WO62023,78,8
TO24630,WO62024,299,9
TO24630,WO62025,328,1
TO24631,WO62026,282,5
TO24632,WO62027,351,10
TO24633,WO62028,141,2
TO24633,WO62029,220,5
TO24633,WO62030,222,9
TO24634,WO62031,177,10
TO24634,WO62032,342,1
TO24634,WO62033,309,8
TO24635,WO62034,55,7
TO24636,WO62035,342,2
TO24636,WO62036,58,9
TO24636,WO62037,207,1
TO24637,WO62038,84,6
TO24637,WO62039,222,10
TO24637,WO62040,344,6
TO24638,WO62041,67,9
TO24638,WO62042,225,7
TO24638,WO62043,54,2
TO24639,WO62044,192,1
TO24639,WO62045,93,2
TO24639,WO62046,72,7
TO24639,WO62047,324,8
TO24640,WO62048,61,6
TO24640,WO62049,296,9
TO24641,WO62050,285,10
TO24641,WO62051,184,8
TO24641,WO62052,48,2
TO24642,WO62053,220,10
TO24642,WO62054,249,1
TO24643,WO62055,348,10
TO24643,WO62056,129,10
TO24643,WO62057,148,1
TO24644,WO62058,130,8
TO24645,WO62059,283,2
TO24645,WO62060,217,9
TO24646,WO62061,314,6
TO24646,WO62062,115,4
TO24647,WO62063,214,3
TO24647,WO62064,206,8
TO24647,WO62065,98,1
TO24647,WO62066,179,6
TO24648,WO62067,358,5
TO24648,WO62068,210,3
TO24648,WO62069,220,10
TO24648,WO62070,296,3
TO24649,WO62071,102,9
TO24650,WO62072,101,5
TO24650,WO62073,147,2
TO24650,WO62074,336,9
TO24651,WO62075,242,1
TO24651,WO62076,252,2
TO24651,WO62077,240,3
TO24651,WO62078,95,9
TO24652,WO62079,249,4
TO24652,WO62080,78,1
TO24653,WO62081,287,3
TO24653,WO62082,216,8
TO24653,WO62083,349,4
TO24653,WO62084,123,1
TO24654,WO62085,102,1
TO24654,WO62086,277,1
TO24654,WO62087,96,6
TO24654,WO62088,146,4
TO24655,WO62089,245,7
TO24655,WO62090,95,5
TO24655,WO62091,350,8
TO24656,WO62092,261,6
TO24656,WO62093,261,10
TO24657,WO62094,224,8
TO24658,WO62095,203,1
TO24658,WO62096,86,2
TO24659,WO62097,133,3
TO24659,WO62098,234,6
TO24659,WO62099,127,2
TO24659,WO62100,330,2
TO24660,WO62101,153,10
TO24661,WO62102,199,5
TO24661,WO62103,286,9
TO24662,WO62104,301,5
TO24663,WO62105,135,3
TO24663,WO62106,38,3
TO24663,WO62107,223,3
TO24663,WO62108,305,3
TO24664,WO62109,325,7
TO24664,WO62110,43,2
TO24664,WO62111,45,8
TO24665,WO62112,294,2
TO24665,WO62113,126,2
TO24665,WO62114,334,3
TO24665,WO62115,163,9
TO24666,WO62116,169,9
TO24667,WO62117,252,4
TO24667,WO62118,315,10
TO24667,WO62119,214,8
TO24667,WO62120,352,4
TO24668,WO62121,75,5
TO24668,WO62122,289,9
TO24668,WO62123,136,5
TO24669,WO62124,68,5
TO24669,WO62125,192,1
TO24669,WO62126,34,5
TO24670,WO62127,112,2
TO24670,WO62128,159,9
TO24671,WO62129,298,7
TO24671,WO62130,331,1
TO24671,WO62131,146,3
TO24672,WO62132,355,4
TO24672,WO62133,299,9
TO24672,WO62134,275,4
TO24672,WO62135,210,10
TO24673,WO62136,223,3
TO24673,WO62137,338,8
TO24673,WO62138,267,1
TO24674,WO62139,197,9
TO24674,WO62140,63,8
TO24675,WO62141,107,8
TO24676,WO62142,150,10
TO24676,WO62143,47,7
TO24676,WO62144,307,6
TO24676,WO62145,274,4
TO24677,WO62146,219,2
TO24677,WO62147,197,9
TO24678,WO62148,50,6
TO24678,WO62149,213,4
TO24678,WO62150,279,4
TO24678,WO62151,165,9
TO24679,WO62152,342,10
TO24679,WO62153,66,1
TO24679,WO62154,276,2
TO24679,WO62155,192,6
TO24680,WO62156,106,3
TO24681,WO62157,108,6
TO24681,WO62158,131,8
TO24681,WO62159,203,6
TO24682,WO62160,251,4
TO24682,WO62161,350,7
TO24682,WO62162,226,7
TO24683,WO62163,134,8
TO24683,WO62164,265,10
TO24683,WO62165,201,5
TO24684,WO62166,143,4
TO24684,WO62167,273,8
TO24684,WO62168,288,10
TO24685,WO62169,355,8
TO24685,WO62170,334,5
TO24685,WO62171,139,1
TO24685,WO62172,106,8
TO24686,WO62173,192,3
TO24686,WO62174,34,4
TO24687,WO62175,41,10
TO24687,WO62176,65,6
TO24687,WO62177,302,4
TO24687,WO62178,281,9
TO24688,WO62179,338,2
TO24688,WO62180,196,1
TO24689,WO62181,69,7
TO24690,WO62182,60,1
TO24690,WO62183,161,4
TO24691,WO62184,348,6
TO24692,WO62185,290,8
TO24692,WO62186,323,8
TO24692,WO62187,110,9
TO24693,WO62188,181,8
TO24694,WO62189,126,6
TO24694,WO62190,154,3
TO24695,WO62191,127,7
TO24695,WO62192,79,2
TO24696,WO62193,329,3
TO24696,WO62194,143,7
TO24697,WO62195,70,4
TO24698,WO62196,50,10
TO24699,WO62197,217,10
TO24699,WO62198,151,4
TO24699,WO62199,57,7
TO24699,WO62200,292,9
TO24700,WO62201,167,8
TO24700,WO62202,170,6
TO24701,WO62203,81,1
TO24701,WO62204,75,3
TO24702,WO62205,161,8
TO24702,WO62206,350,1
TO24702,WO62207,101,8
TO24703,WO62208,65,7
TO24703,WO62209,324,7
TO24704,WO62210,193,3
TO24704,WO62211,344,9
TO24704,WO62212,283,2
TO24705,WO62213,145,2
TO24705,WO62214,113,4
TO24705,WO62215,162,6
TO24705,WO62216,72,10
TO24706,WO62217,104,1
TO24707,WO62218,133,4
TO24707,WO62219,116,7
TO24708,WO62220,290,4
TO24708,WO62221,176,6
TO24708,WO62222,205,5
TO24709,WO62223,266,1
TO24709,WO62224,188,6
TO24709,WO62225,194,8
TO24709,WO62226,182,10
TO24710,WO62227,219,4
TO24711,WO62228,254,7
TO24711,WO62229,60,6
TO24711,WO62230,75,2
TO24712,WO62231,199,9
TO24712,WO62232,30,1
TO24712,WO62233,280,7
TO24713,WO62234,307,5
TO24713,WO62235,280,10
TO24713,WO62236,212,7
TO24713,WO62237,269,7
TO24714,WO62238,269,3
TO24715,WO62239,219,5
TO24715,WO62240,78,7
TO24716,WO62241,248,6
TO24717,WO62242,222,9
TO24717,WO62243,268,8
TO24718,WO62244,114,7
TO24719,WO62245,176,6
TO24719,WO62246,122,6
TO24719,WO62247,81,3
TO24719,WO62248,228,5
TO24720,WO62249,104,6
TO24721,WO62250,190,4
TO24722,WO62251,271,10
TO24722,WO62252,178,10
TO24722,WO62253,101,5
TO24722,WO62254,68,7
TO24723,WO62255,58,8
TO24723,WO62256,314,7
TO24724,WO62257,41,3
TO24724,WO62258,190,6
TO24724,WO62259,69,10
TO24725,WO62260,359,5
TO24725,WO62261,331,2
TO24726,WO62262,299,6
TO24726,WO62263,285,7
TO24726,WO62264,234,10
TO24727,WO62265,35,4
TO24727,WO62266,259,10
TO24727,WO62267,108,8
TO24727,WO62268,226,9
TO24728,WO62269,295,9
TO24728,WO62270,263,4
TO24728,WO62271,359,1
TO24729,WO62272,36,10
TO24730,WO62273,274,2
TO24730,WO62274,304,2
TO24730,WO62275,41,10
TO24731,WO62276,288,8
TO24731,WO62277,220,8
TO24731,WO62278,304,8
TO24731,WO62279,165,8
TO24732,WO62280,85,2
TO24733,WO62281,213,10
TO24734,WO62282,268,7
TO24734,WO62283,334,10
TO24734,WO62284,301,3
TO24734,WO62285,153,7
TO24735,WO62286,42,9
TO24735,WO62287,255,4
TO24735,WO62288,59,6
TO24735,WO62289,308,9
TO24736,WO62290,159,4
TO24736,WO62291,337,9
TO24736,WO62292,147,7
TO24737,WO62293,229,1
TO24737,WO62294,331,8
TO24737,WO62295,304,7
TO24737,WO62296,340,9
TO24738,WO62297,302,9
TO24738,WO62298,106,2
TO24739,WO62299,307,6
TO24739,WO62300,50,7
TO24740,WO62301,153,9
TO24740,WO62302,175,4
TO24740,WO62303,348,9
TO24740,WO62304,304,8
TO24741,WO62305,110,6
TO24741,WO62306,244,9
TO24741,WO62307,117,1
TO24742,WO62308,121,6
TO24743,WO62309,103,5
TO24743,WO62310,227,4
TO24743,WO62311,227,6
TO24743,WO62312,96,10
TO24744,WO62313,182,3
TO24744,WO62314,127,10
TO24744,WO62315,198,2
TO24745,WO62316,115,6
TO24745,WO62317,124,8
TO24745,WO62318,241,4
TO24746,WO62319,293,4
TO24747,WO62320,355,5
TO24748,WO62321,68,2
TO24748,WO62322,84,4
TO24749,WO62323,95,1
TO24749,WO62324,228,4
TO24749,WO62325,318,7
TO24750,WO62326,329,2
TO24750,WO62327,120,7
TO24750,WO62328,359,6
TO24751,WO62329,96,5
TO24751,WO62330,110,5
TO24752,WO62331,147,1
TO24752,WO62332,231,7
TO24752,WO62333,318,6
TO24753,WO62334,89,1
TO24753,WO62335,133,3
TO24753,WO62336,231,5
TO24753,WO62337,123,7
TO24754,WO62338,118,8
TO24754,WO62339,185,3
TO24754,WO62340,344,2
TO24755,WO62341,337,7
TO24755,WO62342,209,3
TO24755,WO62343,343,9
TO24755,WO62344,30,6
TO24756,WO62345,92,9
TO24757,WO62346,234,3
TO24757,WO62347,218,8
TO24757,WO62348,203,3
TO24758,WO62349,348,7
TO24758,WO62350,341,2
TO24758,WO62351,236,8
TO24758,WO62352,46,8
TO24759,WO62353,258,1
TO24759,WO62354,142,4
TO24759,WO62355,168,6
TO24759,WO62356,326,1
TO24760,WO62357,200,10
TO24760,WO62358,268,3
TO24760,WO62359,43,8
TO24760,WO62360,290,5
TO24761,WO62361,160,1
TO24761,WO62362,358,6
TO24762,WO62363,139,7
TO24762,WO62364,275,3
TO24762,WO62365,221,9
TO24762,WO62366,230,5
TO24763,WO62367,341,6
TO24763,WO62368,197,3
TO24763,WO62369,319,9
TO24764,WO62370,49,7
TO24764,WO62371,313,6
TO24764,WO62372,126,3
TO24765,WO62373,269,1
TO24765,WO62374,351,2
TO24766,WO62375,215,4
TO24766,WO62376,200,2
TO24766,WO62377,197,4
TO24767,WO62378,278,3
TO24767,WO62379,297,2
TO24767,WO62380,139,8
TO24767,WO62381,244,9
TO24768,WO62382,340,3
TO24768,WO62383,186,10
TO24768,WO62384,45,7
TO24768,WO62385,232,3
TO24769,WO62386,186,8
TO24769,WO62387,177,5
TO24769,WO62388,282,3
TO24769,WO62389,39,10
TO24770,WO62390,263,10
TO24770,WO62391,306,4
TO24771,WO62392,219,7
TO24771,WO62393,245,5
TO24771,WO62394,295,8
TO24771,WO62395,207,5
TO24772,WO62396,144,7
TO24772,WO62397,124,8
TO24772,WO62398,292,4
TO24772,WO62399,320,3
TO24773,WO62400,191,6
TO24773,WO62401,247,3
TO24773,WO62402,355,6
TO24773,WO62403,107,6
TO24774,WO62404,155,7
TO24775,WO62405,283,5
TO24775,WO62406,42,9
TO24776,WO62407,320,3
TO24776,WO62408,41,6
TO24776,WO62409,64,8
TO24777,WO62410,100,9
TO24777,WO62411,63,3
TO24777,WO62412,82,1
TO24778,WO62413,198,5
TO24778,WO62414,246,2
TO24778,WO62415,106,1
TO24779,WO62416,98,2
TO24779,WO62417,259,3
TO24780,WO62418,64,10
TO24781,WO62419,180,5
TO24782,WO62420,340,9
TO24782,WO62421,164,9
TO24782,WO62422,47,10
TO24783,WO62423,274,8
TO24783,WO62424,276,7
TO24784,WO62425,275,5
TO24785,WO62426,36,4
TO24785,WO62427,254,7
TO24785,WO62428,36,8
TO24785,WO62429,223,9
TO24786,WO62430,225,10
TO24786,WO62431,76,1
TO24787,WO62432,297,4
TO24787,WO62433,137,1
TO24787,WO62434,40,4
TO24787,WO62435,336,10
TO24788,WO62436,320,10
TO24788,WO62437,74,5
TO24788,WO62438,114,7
TO24788,WO62439,332,1
TO24789,WO62440,184,4
TO24789,WO62441,344,8
TO24790,WO62442,98,7
TO24790,WO62443,111,4
TO24791,WO62444,332,10
TO24791,WO62445,324,6
TO24791,WO62446,340,6
TO24792,WO62447,330,8
TO24792,WO62448,134,9
TO24792,WO62449,43,2
TO24792,WO62450,280,2
TO24793,WO62451,350,5
TO24793,WO62452,133,9
TO24793,WO62453,158,6
TO24793,WO62454,106,5
TO24794,WO62455,151,9
TO24795,WO62456,332,6
TO24795,WO62457,180,7
TO24796,WO62458,72,8
TO24797,WO62459,275,2
TO24797,WO62460,349,5
TO24797,WO62461,244,8
TO24798,WO62462,138,9
TO24798,WO62463,98,4
TO24798,WO62464,359,4
TO24798,WO62465,196,3
TO24799,WO62466,265,4
TO24799,WO62467,30,1
TO24799,WO62468,49,8
TO24800,WO62469,62,3
TO24800,WO62470,245,3
TO24801,WO62471,224,8
TO24802,WO62472,150,1
TO24802,WO62473,51,10
TO24802,WO62474,128,6
TO24802,WO62475,78,2
TO24803,WO62476,355,6
TO24803,WO62477,88,6
TO24803,WO62478,356,8
TO24804,WO62479,225,7
TO24804,WO62480,316,1
TO24804,WO62481,290,10
TO24804,WO62482,342,7
TO24805,WO62483,98,7
TO24805,WO62484,189,6
TO24806,WO62485,265,3
TO24806,WO62486,89,9
TO24806,WO62487,187,9
TO24806,WO62488,125,8
TO24807,WO62489,310,8
TO24807,WO62490,354,2
TO24807,WO62491,204,7
TO24807,WO62492,351,10
TO24808,WO62493,226,2
TO24809,WO62494,121,6
TO24809,WO62495,236,4
TO24809,WO62496,102,10
TO24810,WO62497,341,6
TO24811,WO62498,159,5
TO24812,WO62499,237,10
TO24812,WO62500,357,4
TO24812,WO62501,37,3
TO24812,WO62502,195,4
TO24813,WO62503,269,2
TO24813,WO62504,238,7
TO24814,WO62505,42,8
TO24814,WO62506,44,5
TO24814,WO62507,95,5
TO24815,WO62508,122,8
TO24815,WO62509,123,7
TO24816,WO62510,82,1
TO24817,WO62511,359,4
TO24817,WO62512,237,1
TO24817,WO62513,292,6
TO24817,WO62514,88,10
TO24818,WO62515,147,6
TO24818,WO62516,195,5
TO24818,WO62517,237,3
TO24819,WO62518,312,4
TO24819,WO62519,176,10
TO24819,WO62520,233,4
TO24819,WO62521,184,9
TO24820,WO62522,155,10
TO24820,WO62523,359,8
TO24820,WO62524,109,5
TO24821,WO62525,353,4
TO24821,WO62526,359,1
TO24821,WO62527,213,9
TO24822,WO62528,221,1
TO24822,WO62529,198,9
TO24822,WO62530,43,10
TO24823,WO62531,32,10
TO24823,WO62532,140,10
TO24823,WO62533,250,10
TO24824,WO62534,264,9
TO24824,WO62535,70,10
TO24825,WO62536,180,1
TO24826,WO62537,39,2
TO24826,WO62538,87,2
TO24826,WO62539,255,1
TO24826,WO62540,116,5
TO24827,WO62541,90,3
TO24827,WO62542,108,6
TO24828,WO62543,215,8
TO24828,WO62544,52,3
TO24829,WO62545,41,5
TO24829,WO62546,198,7
TO24829,WO62547,108,8
TO24829,WO62548,287,6
TO24830,WO62549,161,4
TO24830,WO62550,94,7
TO24830,WO62551,336,3
TO24830,WO62552,120,2
TO24831,WO62553,175,4
TO24831,WO62554,296,1
TO24832,WO62555,180,1
TO24833,WO62556,326,8
TO24833,WO62557,346,10
TO24834,WO62558,127,9
TO24835,WO62559,265,6
TO24835,WO62560,42,9
TO24835,WO62561,351,8
TO24836,WO62562,182,7
TO24837,WO62563,307,3
TO24837,WO62564,45,2
TO24837,WO62565,253,5
TO24838,WO62566,179,4
TO24839,WO62567,347,7
TO24840,WO62568,247,7
TO24840,WO62569,357,3
TO24840,WO62570,347,9
TO24840,WO62571,73,3
TO24841,WO62572,169,2
TO24841,WO62573,291,1
TO24841,WO62574,138,7
TO24842,WO62575,221,6
TO24842,WO62576,309,7
TO24842,WO62577,333,2
TO24843,WO62578,176,10
TO24843,WO62579,151,8
TO24843,WO62580,326,10
TO24844,WO62581,321,3
TO24844,WO62582,69,3
TO24844,WO62583,197,8
TO24845,WO62584,115,5
TO24846,WO62585,358,2
TO24846,WO62586,325,10
TO24847,WO62587,225,3
TO24847,WO62588,347,2
TO24847,WO62589,47,9
TO24848,WO62590,341,6
TO24848,WO62591,51,1
TO24848,WO62592,159,9
TO24848,WO62593,237,6
TO24849,WO62594,127,2
TO24849,WO62595,330,10
TO24850,WO62596,80,5
TO24850,WO62597,280,6
TO24851,WO62598,327,3
TO24851,WO62599,247,10
TO24851,WO62600,280,9
TO24852,WO62601,169,10
TO24852,WO62602,295,5
TO24853,WO62603,238,4
TO24854,WO62604,62,6
TO24854,WO62605,302,5
TO24855,WO62606,164,7
TO24855,WO62607,297,8
TO24855,WO62608,306,8
TO24855,WO62609,51,5
TO24856,WO62610,277,6
TO24856,WO62611,104,7
TO24857,WO62612,63,5
TO24857,WO62613,86,5
TO24857,WO62614,244,5
TO24857,WO62615,233,9
TO24858,WO62616,316,5
TO24858,WO62617,195,7
TO24858,WO62618,195,8
TO24859,WO62619,41,8
TO24859,WO62620,97,9
TO24859,WO62621,49,7
TO24859,WO62622,107,9
TO24860,WO62623,276,8
TO24861,WO62624,133,5
TO24861,WO62625,252,8
TO24862,WO62626,115,3
TO24863,WO62627,155,7
TO24863,WO62628,332,3
TO24864,WO62629,32,5
TO24864,WO62630,243,6
TO24865,WO62631,297,4
TO24865,WO62632,296,9
TO24865,WO62633,353,9
TO24865,WO62634,227,2
TO24866,WO62635,178,2
TO24866,WO62636,270,8
TO24866,WO62637,289,9
TO24866,WO62638,174,3
TO24867,WO62639,181,6
TO24868,WO62640,216,5
TO24869,WO62641,273,10
TO24869,WO62642,67,8
TO24869,WO62643,238,9
TO24870,WO62644,271,6
TO24871,WO62645,50,1
TO24871,WO62646,245,8
TO24872,WO62647,328,2
TO24872,WO62648,209,10
TO24872,WO62649,247,3
TO24873,WO62650,55,9
TO24873,WO62651,213,1
TO24873,WO62652,255,7
TO24874,WO62653,173,9
TO24874,WO62654,197,5
TO24875,WO62655,274,5
TO24876,WO62656,205,7
TO24876,WO62657,205,5
TO24876,WO62658,66,5
TO24876,WO62659,91,8
TO24877,WO62660,94,2
TO24877,WO62661,230,3
TO24878,WO62662,250,2
TO24878,WO62663,188,7
TO24878,WO62664,234,3
TO24878,WO62665,156,7
TO24879,WO62666,223,1
TO24879,WO62667,211,1
TO24880,WO62668,254,5
TO24880,WO62669,165,4
TO24880,WO62670,329,2
TO24881,WO62671,213,4
TO24881,WO62672,298,10
TO24882,WO62673,343,9
TO24882,WO62674,88,8
TO24882,WO62675,283,10
TO24882,WO62676,221,1
TO24883,WO62677,190,4
TO24884,WO62678,210,4
TO24884,WO62679,120,3
TO24885,WO62680,68,3
TO24885,WO62681,283,9
TO24885,WO62682,121,4
TO24885,WO62683,230,6
TO24886,WO62684,163,4
TO24887,WO62685,72,7
TO24887,WO62686,71,3
TO24888,WO62687,343,4
TO24888,WO62688,59,7
TO24888,WO62689,149,5
TO24889,WO62690,196,4
TO24889,WO62691,235,2
TO24889,WO62692,91,9
TO24890,WO62693,179,2
TO24890,WO62694,131,7
TO24890,WO62695,119,3
TO24891,WO62696,226,2
TO24891,WO62697,160,4
TO24891,WO62698,192,7
TO24891,WO62699,243,1
TO24892,WO62700,152,5
TO24892,WO62701,126,5
TO24892,WO62702,275,3
TO24893,WO62703,178,9
TO24893,WO62704,359,1
TO24894,WO62705,69,10
TO24894,WO62706,141,8
TO24894,WO62707,223,6
TO24894,WO62708,153,1
TO24895,WO62709,279,9
TO24895,WO62710,335,3
TO24896,WO62711,159,3
TO24896,WO62712,106,1
TO24896,WO62713,326,8
TO24897,WO62714,147,6
TO24897,WO62715,65,5
TO24897,WO62716,205,6
TO24898,WO62717,318,9
TO24898,WO62718,102,1
TO24899,WO62719,110,4
TO24899,WO62720,232,8
TO24899,WO62721,278,3
TO24899,WO62722,73,10
TO24900,WO62723,258,9
TO24900,WO62724,53,10
TO24900,WO62725,354,10
TO24901,WO62726,112,2
TO24901,WO62727,212,1
TO24901,WO62728,52,4
TO24901,WO62729,348,3
TO24902,WO62730,64,1
TO24902,WO62731,318,8
TO24902,WO62732,256,7
TO24902,WO62733,196,1
TO24903,WO62734,293,8
TO24903,WO62735,163,9
TO24903,WO62736,117,7
TO24904,WO62737,156,3
TO24904,WO62738,339,8
TO24905,WO62739,128,1
TO24905,WO62740,54,3
TO24905,WO62741,327,5
TO24906,WO62742,310,1
TO24906,WO62743,290,4
TO24907,WO62744,92,6
TO24907,WO62745,42,7
TO24908,WO62746,155,3
TO24909,WO62747,279,3
TO24909,WO62748,213,8
TO24909,WO62749,248,2
TO24909,WO62750,296,3
TO24910,WO62751,323,10
TO24910,WO62752,128,4
TO24910,WO62753,359,8
TO24911,WO62754,177,4
TO24911,WO62755,184,6
TO24912,WO62756,180,7
TO24912,WO62757,232,7
TO24912,WO62758,214,7
TO24912,WO62759,219,7
TO24913,WO62760,281,8
TO24913,WO62761,270,1
TO24913,WO62762,219,2
TO24913,WO62763,123,9
TO24914,WO62764,156,10
TO24914,WO62765,79,5
TO24915,WO62766,107,6
TO24915,WO62767,351,5
TO24915,WO62768,50,7
TO24915,WO62769,215,7
TO24916,WO62770,315,6
TO24916,WO62771,156,7
TO24916,WO62772,355,9
TO24916,WO62773,241,8
TO24917,WO62774,175,6
TO24917,WO62775,172,6
TO24917,WO62776,170,7
TO24918,WO62777,99,2
TO24918,WO62778,209,9
TO24919,WO62779,131,10
TO24919,WO62780,348,7
TO24919,WO62781,94,7
TO24920,WO62782,193,2
TO24920,WO62783,208,2
TO24920,WO62784,209,10
TO24920,WO62785,217,9
TO24921,WO62786,296,2
TO24921,WO62787,335,7
TO24921,WO62788,146,2
TO24922,WO62789,102,8
TO24922,WO62790,196,6
TO24922,WO62791,96,8
TO24922,WO62792,258,5
TO24923,WO62793,172,10
TO24923,WO62794,110,2
TO24923,WO62795,331,2
TO24923,WO62796,347,1
TO24924,WO62797,298,1
TO24924,WO62798,59,9
TO24925,WO62799,230,4
TO24926,WO62800,292,1
TO24927,WO62801,224,4
TO24927,WO62802,266,3
TO24928,WO62803,145,10
TO24928,WO62804,272,7
TO24928,WO62805,33,8
TO24928,WO62806,113,4
TO24929,WO62807,223,8
TO24930,WO62808,334,4
TO24931,WO62809,256,4
TO24931,WO62810,306,3
TO24931,WO62811,156,5
TO24931,WO62812,261,8
TO24932,WO62813,348,10
TO24933,WO62814,180,6
TO24933,WO62815,79,9
TO24933,WO62816,116,6
TO24933,WO62817,200,3
TO24934,WO62818,255,4
TO24934,WO62819,162,2
TO24935,WO62820,249,9
TO24935,WO62821,192,2
TO24936,WO62822,34,5
TO24936,WO62823,83,4
TO24936,WO62824,202,1
TO24936,WO62825,100,7
TO24937,WO62826,209,7
TO24937,WO62827,150,1
TO24937,WO62828,337,5
TO24938,WO62829,72,9
TO24938,WO62830,237,6
TO24938,WO62831,260,1
TO24939,WO62832,107,5
TO24939,WO62833,197,2
TO24939,WO62834,183,9
TO24940,WO62835,269,10
TO24940,WO62836,84,8
TO24940,WO62837,222,8
TO24941,WO62838,67,6
TO24941,WO62839,281,8
TO24941,WO62840,33,2
TO24941,WO62841,258,2
TO24942,WO62842,97,9
TO24942,WO62843,209,4
TO24943,WO62844,295,8
TO24944,WO62845,270,9
TO24944,WO62846,357,10
TO24944,WO62847,155,1
TO24945,WO62848,193,2
TO24945,WO62849,352,7
TO24945,WO62850,241,5
TO24945,WO62851,233,4
TO24946,WO62852,233,3
TO24947,WO62853,198,7
TO24948,WO62854,110,2
TO24949,WO62855,136,7
TO24950,WO62856,165,6
TO24950,WO62857,137,7
TO24951,WO62858,357,1
TO24951,WO62859,82,5
TO24951,WO62860,34,10
TO24952,WO62861,167,7
TO24952,WO62862,248,5
TO24952,WO62863,94,8
TO24952,WO62864,231,5
TO24953,WO62865,322,6
TO24953,WO62866,312,10
TO24954,WO62867,271,5
TO24954,WO62868,331,10
TO24954,WO62869,89,10
TO24955,WO62870,225,1
TO24955,WO62871,80,5
TO24955,WO62872,207,3
TO24955,WO62873,214,10
TO24956,WO62874,317,6
TO24956,WO62875,268,10
TO24956,WO62876,213,9
TO24956,WO62877,289,1
TO24957,WO62878,120,10
TO24957,WO62879,306,9
TO24957,WO62880,93,8
TO24957,WO62881,293,5
TO24958,WO62882,222,2
TO24958,WO62883,302,8
TO24958,WO62884,338,6
TO24959,WO62885,38,4
TO24959,WO62886,99,2
TO24959,WO62887,216,6
TO24960,WO62888,155,8
TO24960,WO62889,136,1
TO24960,WO62890,237,3
TO24961,WO62891,88,9
TO24962,WO62892,117,9
TO24962,WO62893,103,8
TO24963,WO62894,160,7
TO24963,WO62895,170,2
TO24963,WO62896,105,4
TO24964,WO62897,274,10
TO24964,WO62898,350,3
TO24964,WO62899,185,2
TO24964,WO62900,31,5
TO24965,WO62901,351,4
TO24965,WO62902,126,5
TO24965,WO62903,295,10
TO24966,WO62904,42,2
TO24966,WO62905,133,1
TO24967,WO62906,198,2
TO24967,WO62907,120,5
TO24968,WO62908,184,7
TO24968,WO62909,278,4
TO24968,WO62910,223,9
TO24969,WO62911,351,9
TO24969,WO62912,105,8
TO24969,WO62913,278,9
TO24969,WO62914,332,9
TO24970,WO62915,183,3
TO24971,WO62916,307,5
TO24972,WO62917,244,4
TO24972,WO62918,281,6
TO24972,WO62919,310,8
