transferOrdNo,woNumber,time_taken_to_complete_order,workers_needed
TO20732,WO51893,142,2
TO20732,WO51894,45,4
TO20732,WO51895,279,7
TO20733,WO51896,295,6
TO20734,WO51897,114,7
TO20734,WO51898,170,9
TO20735,WO51899,341,3
TO20735,WO51900,66,10
TO20735,WO51901,240,3
TO20736,WO51902,176,8
TO20737,WO51903,271,1
TO20738,WO51904,330,6
TO20738,WO51905,228,3
TO20739,WO51906,122,5
TO20739,WO51907,139,6
TO20739,WO51908,59,6
TO20740,WO51909,40,6
TO20741,WO51910,95,8
TO20741,WO51911,98,5
TO20741,WO51912,126,6
TO20741,WO51913,288,6
TO20742,WO51914,190,4
TO20743,WO51915,36,6
TO20743,WO51916,327,2
TO20743,WO51917,80,10
TO20744,WO51918,31,7
TO20744,WO51919,38,10
TO20744,WO51920,94,1
TO20744,WO51921,90,8
TO20745,WO51922,308,9
TO20745,WO51923,286,2
TO20745,WO51924,310,7
TO20746,WO51925,150,8
TO20746,WO51926,344,6
TO20746,WO51927,33,4
TO20747,WO51928,113,2
TO20747,WO51929,181,9
TO20748,WO51930,206,1
TO20748,WO51931,34,6
TO20748,WO51932,189,8
TO20748,WO51933,258,6
TO20749,WO51934,89,2
TO20749,WO51935,309,3
TO20749,WO51936,31,6
TO20749,WO51937,138,2
TO20750,WO51938,263,2
TO20750,WO51939,98,4
TO20751,WO51940,159,10
TO20751,WO51941,210,7
TO20751,WO51942,146,6
TO20751,WO51943,225,4
TO20752,WO51944,316,5
TO20752,WO51945,191,6
TO20752,WO51946,255,7
TO20753,WO51947,337,1
TO20753,WO51948,126,7
TO20754,WO51949,33,7
TO20754,WO51950,54,6
TO20754,WO51951,243,6
TO20754,WO51952,311,5
TO20755,WO51953,288,9
TO20755,WO51954,137,7
TO20756,WO51955,38,2
TO20756,WO51956,239,2
TO20756,WO51957,357,4
TO20757,WO51958,227,4
TO20757,WO51959,147,7
TO20758,WO51960,37,10
TO20759,WO51961,214,6
TO20759,WO51962,314,3
TO20760,WO51963,360,8
TO20760,WO51964,125,6
TO20760,WO51965,134,6
TO20760,WO51966,109,9
TO20761,WO51967,360,8
TO20761,WO51968,40,8
TO20761,WO51969,187,9
TO20761,WO51970,136,3
TO20762,WO51971,296,6
TO20762,WO51972,90,8
TO20762,WO51973,311,8
TO20762,WO51974,218,10
TO20763,WO51975,185,7
TO20763,WO51976,72,2
TO20763,WO51977,77,7
TO20763,WO51978,269,2
TO20764,WO51979,89,9
TO20764,WO51980,238,2
TO20764,WO51981,132,6
TO20765,WO51982,117,6
TO20765,WO51983,64,6
TO20765,WO51984,323,10
TO20766,WO51985,146,3
TO20767,WO51986,197,1
TO20767,WO51987,226,1
TO20767,WO51988,249,4
TO20768,WO51989,266,7
TO20769,WO51990,219,4
TO20769,WO51991,178,4
TO20770,WO51992,160,10
TO20770,WO51993,184,9
TO20770,WO51994,318,1
TO20771,WO51995,100,9
TO20771,WO51996,97,4
TO20771,WO51997,281,1
TO20771,WO51998,247,6
TO20772,WO51999,333,3
TO20772,WO52000,184,3
TO20773,WO52001,321,2
TO20774,WO52002,37,7
TO20774,WO52003,221,2
TO20774,WO52004,347,3
TO20775,WO52005,252,9
TO20775,WO52006,60,10
TO20776,WO52007,210,1
TO20776,WO52008,32,3
TO20776,WO52009,66,6
TO20776,WO52010,286,9
TO20777,WO52011,211,5
TO20777,WO52012,315,7
TO20777,WO52013,192,5
TO20777,WO52014,88,3
TO20778,WO52015,207,6
TO20778,WO52016,241,8
TO20779,WO52017,153,8
TO20779,WO52018,340,2
TO20779,WO52019,322,9
TO20780,WO52020,303,7
TO20780,WO52021,194,4
TO20780,WO52022,163,5
TO20781,WO52023,263,8
TO20782,WO52024,81,7
TO20782,WO52025,289,7
TO20782,WO52026,337,8
TO20782,WO52027,301,2
TO20783,WO52028,129,3
TO20783,WO52029,213,4
TO20784,WO52030,254,9
TO20785,WO52031,48,6
TO20785,WO52032,349,7
TO20785,WO52033,351,7
TO20786,WO52034,76,3
TO20786,WO52035,245,3
TO20787,WO52036,219,8
TO20787,WO52037,357,3
TO20787,WO52038,118,7
TO20787,WO52039,102,6
TO20788,WO52040,93,4
TO20789,WO52041,319,1
TO20789,WO52042,172,7
TO20790,WO52043,202,5
TO20791,WO52044,167,1
TO20791,WO52045,87,1
TO20792,WO52046,75,5
TO20792,WO52047,354,4
TO20792,WO52048,223,3
TO20793,WO52049,46,5
TO20793,WO52050,204,6
TO20793,WO52051,309,3
TO20793,WO52052,321,5
TO20794,WO52053,179,4
TO20794,WO52054,62,6
TO20795,WO52055,72,3
TO20795,WO52056,157,2
TO20795,WO52057,44,7
TO20795,WO52058,119,2
TO20796,WO52059,154,7
TO20796,WO52060,107,10
TO20796,WO52061,173,5
TO20797,WO52062,133,8
TO20797,WO52063,109,10
TO20797,WO52064,114,5
TO20798,WO52065,302,7
TO20798,WO52066,319,1
TO20799,WO52067,70,4
TO20800,WO52068,320,6
TO20801,WO52069,135,5
TO20801,WO52070,318,2
TO20801,WO52071,37,8
TO20802,WO52072,353,4
TO20802,WO52073,100,6
TO20802,WO52074,87,3
TO20803,WO52075,36,4
TO20803,WO52076,311,7
TO20803,WO52077,145,6
TO20804,WO52078,38,10
TO20805,WO52079,252,7
TO20806,WO52080,355,1
TO20806,WO52081,198,10
TO20806,WO52082,47,9
TO20806,WO52083,199,10
TO20807,WO52084,42,4
TO20807,WO52085,98,5
TO20807,WO52086,58,6
TO20808,WO52087,225,9
TO20808,WO52088,194,3
TO20809,WO52089,215,10
TO20809,WO52090,353,7
TO20810,WO52091,57,5
TO20810,WO52092,326,7
TO20810,WO52093,94,9
TO20810,WO52094,228,10
TO20811,WO52095,298,4
TO20811,WO52096,76,1
TO20811,WO52097,315,4
TO20811,WO52098,204,9
TO20812,WO52099,86,2
TO20812,WO52100,312,8
TO20813,WO52101,351,3
TO20813,WO52102,174,9
TO20813,WO52103,122,6
TO20813,WO52104,62,1
TO20814,WO52105,240,6
TO20815,WO52106,135,3
TO20815,WO52107,248,1
TO20815,WO52108,284,9
TO20816,WO52109,246,10
TO20817,WO52110,305,5
TO20817,WO52111,81,7
TO20818,WO52112,143,7
TO20818,WO52113,286,10
TO20818,WO52114,250,2
TO20819,WO52115,183,4
TO20820,WO52116,92,1
TO20820,WO52117,194,2
TO20820,WO52118,138,9
TO20820,WO52119,203,6
TO20821,WO52120,123,7
TO20821,WO52121,301,4
TO20822,WO52122,125,5
TO20823,WO52123,357,5
TO20823,WO52124,302,10
TO20823,WO52125,129,2
TO20824,WO52126,153,10
TO20824,WO52127,76,1
TO20824,WO52128,244,3
TO20824,WO52129,275,7
TO20825,WO52130,309,3
TO20825,WO52131,136,8
TO20825,WO52132,248,8
TO20825,WO52133,234,9
TO20826,WO52134,155,9
TO20827,WO52135,246,6
TO20827,WO52136,296,9
TO20828,WO52137,360,6
TO20828,WO52138,313,8
TO20828,WO52139,60,1
TO20828,WO52140,201,4
TO20829,WO52141,93,7
TO20830,WO52142,80,5
TO20831,WO52143,111,8
TO20831,WO52144,106,4
TO20831,WO52145,106,6
TO20831,WO52146,84,8
TO20832,WO52147,107,9
TO20833,WO52148,171,2
TO20833,WO52149,144,1
TO20833,WO52150,146,10
TO20834,WO52151,57,2
TO20834,WO52152,353,3
TO20834,WO52153,249,10
TO20835,WO52154,355,6
TO20835,WO52155,134,9
TO20835,WO52156,57,3
TO20835,WO52157,209,9
TO20836,WO52158,253,3
TO20836,WO52159,167,6
TO20837,WO52160,256,7
TO20837,WO52161,298,8
TO20838,WO52162,184,2
TO20838,WO52163,278,4
TO20839,WO52164,286,1
TO20839,WO52165,58,8
TO20839,WO52166,175,8
TO20839,WO52167,346,1
TO20840,WO52168,187,1
TO20840,WO52169,120,4
TO20840,WO52170,66,4
TO20841,WO52171,108,4
TO20841,WO52172,303,1
TO20841,WO52173,191,2
TO20842,WO52174,284,1
TO20843,WO52175,130,9
TO20843,WO52176,124,6
TO20843,WO52177,212,9
TO20843,WO52178,42,4
TO20844,WO52179,254,9
TO20844,WO52180,155,2
TO20844,WO52181,52,3
TO20844,WO52182,282,2
TO20845,WO52183,343,7
TO20845,WO52184,87,8
TO20845,WO52185,210,10
TO20845,WO52186,227,4
TO20846,WO52187,260,2
TO20847,WO52188,194,6
TO20847,WO52189,226,1
TO20847,WO52190,127,2
TO20847,WO52191,189,8
TO20848,WO52192,45,1
TO20848,WO52193,56,9
TO20848,WO52194,265,5
TO20848,WO52195,340,9
TO20849,WO52196,246,3
TO20849,WO52197,180,3
TO20850,WO52198,79,10
TO20850,WO52199,230,3
TO20850,WO52200,43,6
TO20851,WO52201,167,1
TO20851,WO52202,155,9
TO20851,WO52203,181,7
TO20851,WO52204,267,1
TO20852,WO52205,139,6
TO20853,WO52206,264,4
TO20853,WO52207,232,6
TO20854,WO52208,173,1
TO20855,WO52209,82,3
TO20855,WO52210,359,5
TO20856,WO52211,158,3
TO20856,WO52212,248,4
TO20857,WO52213,228,1
TO20858,WO52214,242,4
TO20858,WO52215,277,7
TO20859,WO52216,30,1
TO20859,WO52217,71,3
TO20859,WO52218,287,10
TO20860,WO52219,197,3
TO20860,WO52220,315,8
TO20860,WO52221,112,7
TO20861,WO52222,119,7
TO20862,WO52223,57,4
TO20863,WO52224,266,6
TO20863,WO52225,138,2
TO20864,WO52226,33,4
TO20864,WO52227,103,6
TO20865,WO52228,273,4
TO20865,WO52229,35,8
TO20865,WO52230,163,7
TO20866,WO52231,32,5
TO20866,WO52232,231,6
TO20866,WO52233,57,8
TO20866,WO52234,86,3
TO20867,WO52235,107,7
TO20868,WO52236,113,1
TO20869,WO52237,153,2
TO20869,WO52238,236,6
TO20869,WO52239,108,1
TO20870,WO52240,160,6
TO20870,WO52241,166,4
TO20870,WO52242,180,2
TO20871,WO52243,125,2
TO20872,WO52244,264,7
TO20872,WO52245,94,5
TO20872,WO52246,183,6
TO20873,WO52247,306,8
TO20873,WO52248,262,9
TO20874,WO52249,45,3
TO20874,WO52250,127,7
TO20874,WO52251,39,6
TO20875,WO52252,285,10
TO20875,WO52253,323,10
TO20876,WO52254,207,2
TO20876,WO52255,251,6
TO20877,WO52256,236,8
TO20877,WO52257,164,5
TO20877,WO52258,128,10
TO20877,WO52259,73,4
TO20878,WO52260,260,1
TO20879,WO52261,288,4
TO20879,WO52262,334,3
TO20879,WO52263,321,8
TO20880,WO52264,150,8
TO20880,WO52265,334,7
TO20880,WO52266,277,7
TO20880,WO52267,184,7
TO20881,WO52268,301,10
TO20881,WO52269,193,6
TO20881,WO52270,124,9
TO20882,WO52271,125,2
TO20883,WO52272,132,4
TO20883,WO52273,227,5
TO20884,WO52274,105,3
TO20884,WO52275,188,10
TO20884,WO52276,301,8
TO20884,WO52277,51,8
TO20885,WO52278,202,3
TO20886,WO52279,194,8
TO20886,WO52280,84,3
TO20887,WO52281,334,7
TO20887,WO52282,51,1
TO20887,WO52283,124,1
TO20888,WO52284,305,7
TO20888,WO52285,299,7
TO20888,WO52286,334,3
TO20888,WO52287,288,1
TO20889,WO52288,73,4
TO20889,WO52289,175,2
TO20890,WO52290,282,9
TO20890,WO52291,269,10
TO20891,WO52292,117,9
TO20891,WO52293,30,5
TO20892,WO52294,222,8
TO20893,WO52295,317,9
TO20894,WO52296,35,2
TO20894,WO52297,56,1
TO20895,WO52298,354,5
TO20895,WO52299,191,3
TO20895,WO52300,97,7
TO20895,WO52301,46,2
TO20896,WO52302,167,10
TO20897,WO52303,299,4
TO20897,WO52304,321,6
TO20898,WO52305,256,7
TO20898,WO52306,226,6
TO20898,WO52307,101,8
TO20898,WO52308,166,8
TO20899,WO52309,251,7
TO20899,WO52310,345,2
TO20900,WO52311,308,3
TO20900,WO52312,51,1
TO20900,WO52313,125,5
TO20901,WO52314,295,5
TO20901,WO52315,246,7
TO20901,WO52316,322,4
TO20901,WO52317,329,4
TO20902,WO52318,113,9
TO20903,WO52319,133,8
TO20903,WO52320,261,10
TO20903,WO52321,101,8
TO20903,WO52322,336,10
TO20904,WO52323,199,3
TO20904,WO52324,107,4
TO20904,WO52325,286,9
TO20904,WO52326,176,7
TO20905,WO52327,43,1
TO20905,WO52328,224,4
TO20905,WO52329,129,8
TO20906,WO52330,127,2
TO20906,WO52331,243,7
TO20906,WO52332,293,10
TO20906,WO52333,236,10
TO20907,WO52334,67,3
TO20908,WO52335,305,6
TO20908,WO52336,53,4
TO20908,WO52337,348,10
TO20908,WO52338,139,8
TO20909,WO52339,235,4
TO20910,WO52340,190,8
TO20911,WO52341,213,4
TO20911,WO52342,306,1
TO20912,WO52343,291,7
TO20912,WO52344,227,7
TO20912,WO52345,116,3
TO20912,WO52346,68,7
TO20913,WO52347,206,6
TO20913,WO52348,236,1
TO20913,WO52349,135,8
TO20914,WO52350,227,8
TO20914,WO52351,61,9
TO20914,WO52352,142,1
TO20914,WO52353,205,5
TO20915,WO52354,295,2
TO20915,WO52355,181,10
TO20915,WO52356,201,7
TO20915,WO52357,41,4
TO20916,WO52358,93,2
TO20916,WO52359,193,6
TO20916,WO52360,223,3
TO20917,WO52361,341,2
TO20917,WO52362,332,5
TO20917,WO52363,271,10
TO20917,WO52364,143,10
TO20918,WO52365,234,2
TO20918,WO52366,304,6
TO20918,WO52367,116,7
TO20919,WO52368,360,8
TO20919,WO52369,109,5
TO20919,WO52370,215,7
TO20919,WO52371,128,6
TO20920,WO52372,145,4
TO20920,WO52373,226,3
TO20920,WO52374,116,8
TO20920,WO52375,335,3
TO20921,WO52376,272,8
TO20921,WO52377,354,5
TO20921,WO52378,195,6
TO20922,WO52379,160,8
TO20922,WO52380,235,6
TO20923,WO52381,340,7
TO20923,WO52382,235,7
TO20923,WO52383,103,7
TO20924,WO52384,200,1
TO20924,WO52385,269,4
TO20924,WO52386,78,4
TO20925,WO52387,112,7
TO20925,WO52388,38,2
TO20926,WO52389,331,9
TO20927,WO52390,185,1
TO20927,WO52391,191,7
TO20927,WO52392,300,3
TO20928,WO52393,279,5
TO20929,WO52394,79,3
TO20930,WO52395,243,9
TO20930,WO52396,344,9
TO20931,WO52397,168,8
TO20931,WO52398,159,8
TO20931,WO52399,69,7
TO20932,WO52400,123,5
TO20932,WO52401,280,10
TO20932,WO52402,210,9
TO20933,WO52403,169,6
TO20933,WO52404,171,8
TO20933,WO52405,193,4
TO20934,WO52406,76,6
TO20934,WO52407,180,8
TO20934,WO52408,52,5
TO20935,WO52409,107,6
TO20935,WO52410,205,6
TO20936,WO52411,292,6
TO20937,WO52412,331,3
TO20937,WO52413,329,7
TO20937,WO52414,346,3
TO20937,WO52415,250,2
TO20938,WO52416,331,3
TO20938,WO52417,235,2
TO20938,WO52418,280,3
TO20938,WO52419,151,8
TO20939,WO52420,313,6
TO20940,WO52421,331,6
TO20940,WO52422,148,8
TO20940,WO52423,321,1
TO20940,WO52424,324,4
TO20941,WO52425,271,10
TO20941,WO52426,288,2
TO20941,WO52427,80,10
TO20942,WO52428,247,5
TO20942,WO52429,264,8
TO20943,WO52430,199,6
TO20944,WO52431,281,5
TO20944,WO52432,331,9
TO20945,WO52433,159,5
TO20945,WO52434,133,4
TO20945,WO52435,307,1
TO20945,WO52436,232,10
TO20946,WO52437,352,1
TO20947,WO52438,286,5
TO20947,WO52439,339,3
TO20947,WO52440,54,8
TO20948,WO52441,294,2
TO20948,WO52442,299,10
TO20948,WO52443,297,4
TO20948,WO52444,208,10
TO20949,WO52445,230,4
TO20949,WO52446,310,7
TO20949,WO52447,224,2
TO20949,WO52448,344,2
TO20950,WO52449,175,8
TO20950,WO52450,60,6
TO20951,WO52451,150,1
TO20951,WO52452,103,6
TO20951,WO52453,237,5
TO20952,WO52454,87,8
TO20952,WO52455,186,1
TO20952,WO52456,146,3
TO20952,WO52457,49,3
TO20953,WO52458,336,7
TO20953,WO52459,33,6
TO20953,WO52460,193,9
TO20954,WO52461,294,6
TO20955,WO52462,133,2
TO20955,WO52463,217,9
TO20955,WO52464,179,6
TO20956,WO52465,360,6
TO20957,WO52466,184,5
TO20957,WO52467,86,7
TO20957,WO52468,193,6
TO20958,WO52469,139,4
TO20958,WO52470,47,2
TO20958,WO52471,247,6
TO20958,WO52472,91,4
TO20959,WO52473,144,5
TO20960,WO52474,87,4
TO20960,WO52475,135,3
TO20960,WO52476,127,6
TO20961,WO52477,335,3
TO20961,WO52478,228,2
TO20961,WO52479,346,7
TO20962,WO52480,131,7
TO20962,WO52481,296,10
TO20962,WO52482,263,3
TO20963,WO52483,296,7
TO20963,WO52484,249,4
TO20964,WO52485,226,3
TO20964,WO52486,79,7
TO20964,WO52487,157,10
TO20964,WO52488,78,8
TO20965,WO52489,313,7
TO20966,WO52490,105,9
TO20966,WO52491,358,8
TO20966,WO52492,234,8
TO20966,WO52493,266,7
TO20967,WO52494,98,2
TO20967,WO52495,124,9
TO20968,WO52496,144,4
TO20969,WO52497,279,8
TO20969,WO52498,81,5
TO20970,WO52499,351,6
TO20970,WO52500,253,6
TO20970,WO52501,252,7
TO20970,WO52502,260,7
TO20971,WO52503,57,4
TO20971,WO52504,303,6
TO20971,WO52505,231,7
TO20971,WO52506,162,10
TO20972,WO52507,127,10
TO20972,WO52508,34,10
TO20972,WO52509,151,4
TO20973,WO52510,320,10
TO20974,WO52511,344,3
TO20974,WO52512,225,10
TO20974,WO52513,217,4
TO20975,WO52514,359,10
TO20975,WO52515,331,9
TO20976,WO52516,325,9
TO20976,WO52517,68,2
TO20977,WO52518,74,3
TO20977,WO52519,353,8
TO20977,WO52520,317,10
TO20977,WO52521,193,7
TO20978,WO52522,86,4
TO20978,WO52523,297,4
TO20978,WO52524,259,1
TO20978,WO52525,312,4
TO20979,WO52526,269,9
TO20979,WO52527,215,7
TO20980,WO52528,352,3
TO20980,WO52529,214,9
TO20981,WO52530,63,5
TO20981,WO52531,86,5
TO20981,WO52532,206,10
TO20981,WO52533,41,3
TO20982,WO52534,293,8
TO20982,WO52535,203,5
TO20982,WO52536,325,8
TO20983,WO52537,41,5
TO20983,WO52538,191,6
TO20984,WO52539,48,2
TO20984,WO52540,47,6
TO20985,WO52541,85,7
TO20985,WO52542,56,10
TO20985,WO52543,182,4
TO20985,WO52544,39,1
TO20986,WO52545,182,10
TO20986,WO52546,159,10
TO20987,WO52547,44,10
TO20988,WO52548,136,2
TO20988,WO52549,326,5
TO20988,WO52550,64,3
TO20988,WO52551,124,6
TO20989,WO52552,339,6
TO20989,WO52553,165,6
TO20989,WO52554,356,6
TO20989,WO52555,100,9
TO20990,WO52556,294,6
TO20990,WO52557,39,3
TO20990,WO52558,57,9
TO20991,WO52559,180,1
TO20991,WO52560,62,3
TO20992,WO52561,272,2
TO20992,WO52562,272,8
TO20993,WO52563,341,9
TO20993,WO52564,112,1
TO20994,WO52565,72,3
TO20994,WO52566,338,9
TO20995,WO52567,274,5
TO20995,WO52568,198,2
TO20996,WO52569,137,10
TO20996,WO52570,71,7
TO20996,WO52571,43,10
TO20996,WO52572,277,7
TO20997,WO52573,80,6
TO20998,WO52574,60,9
TO20998,WO52575,121,9
TO20998,WO52576,222,3
TO20999,WO52577,189,10
TO20999,WO52578,278,6
TO21000,WO52579,115,4
TO21001,WO52580,322,8
TO21002,WO52581,355,3
TO21002,WO52582,352,3
TO21003,WO52583,52,4
TO21003,WO52584,216,9
TO21003,WO52585,46,1
TO21004,WO52586,88,3
TO21004,WO52587,253,1
TO21004,WO52588,90,4
TO21005,WO52589,283,8
TO21005,WO52590,228,4
TO21005,WO52591,303,3
TO21006,WO52592,98,10
TO21006,WO52593,93,4
TO21006,WO52594,196,2
TO21006,WO52595,220,7
TO21007,WO52596,96,8
TO21007,WO52597,313,1
TO21008,WO52598,275,6
TO21008,WO52599,340,3
TO21009,WO52600,138,10
TO21009,WO52601,255,3
TO21009,WO52602,163,5
TO21009,WO52603,255,4
TO21010,WO52604,70,2
TO21010,WO52605,149,5
TO21010,WO52606,32,2
TO21011,WO52607,346,5
TO21012,WO52608,321,2
TO21012,WO52609,154,1
TO21012,WO52610,235,2
TO21013,WO52611,172,10
TO21013,WO52612,228,3
TO21014,WO52613,350,10
TO21014,WO52614,42,2
TO21014,WO52615,248,6
TO21015,WO52616,198,1
TO21015,WO52617,150,10
TO21016,WO52618,210,9
TO21016,WO52619,107,3
TO21016,WO52620,344,8
TO21016,WO52621,166,5
TO21017,WO52622,172,1
TO21017,WO52623,211,3
TO21017,WO52624,111,1
TO21017,WO52625,328,4
TO21018,WO52626,46,1
TO21018,WO52627,181,2
TO21019,WO52628,202,1
TO21019,WO52629,56,5
TO21019,WO52630,152,2
TO21019,WO52631,347,10
TO21020,WO52632,317,4
TO21020,WO52633,351,7
TO21021,WO52634,149,2
TO21021,WO52635,31,8
TO21021,WO52636,36,6
TO21021,WO52637,95,2
TO21022,WO52638,226,2
TO21022,WO52639,72,3
TO21023,WO52640,262,7
TO21023,WO52641,320,4
TO21024,WO52642,325,10
TO21024,WO52643,294,6
TO21024,WO52644,215,9
TO21025,WO52645,125,4
TO21026,WO52646,149,2
TO21026,WO52647,306,9
TO21026,WO52648,216,5
TO21026,WO52649,63,5
TO21027,WO52650,152,9
TO21027,WO52651,315,10
TO21027,WO52652,63,2
TO21027,WO52653,170,3
TO21028,WO52654,128,4
TO21028,WO52655,104,3
TO21028,WO52656,75,9
TO21029,WO52657,292,7
TO21029,WO52658,77,5
TO21029,WO52659,95,9
TO21029,WO52660,40,7
TO21030,WO52661,94,6
TO21030,WO52662,54,6
TO21030,WO52663,265,4
TO21031,WO52664,283,9
TO21032,WO52665,55,7
TO21032,WO52666,92,8
TO21032,WO52667,341,9
TO21033,WO52668,338,9
TO21033,WO52669,293,7
TO21033,WO52670,62,2
TO21033,WO52671,318,3
TO21034,WO52672,165,7
TO21034,WO52673,194,6
TO21034,WO52674,70,7
TO21035,WO52675,210,1
TO21035,WO52676,114,1
TO21035,WO52677,268,4
TO21035,WO52678,203,2
TO21036,WO52679,148,7
TO21036,WO52680,123,9
TO21037,WO52681,191,10
TO21037,WO52682,248,9
TO21037,WO52683,318,1
TO21038,WO52684,67,1
TO21038,WO52685,305,7
TO21038,WO52686,292,7
TO21039,WO52687,62,1
TO21039,WO52688,175,7
TO21039,WO52689,193,3
TO21040,WO52690,320,5
TO21040,WO52691,108,9
TO21041,WO52692,122,2
TO21042,WO52693,211,3
TO21042,WO52694,152,4
TO21042,WO52695,279,9
TO21042,WO52696,289,6
TO21043,WO52697,193,7
TO21043,WO52698,51,6
TO21043,WO52699,175,7
TO21043,WO52700,357,9
TO21044,WO52701,263,8
TO21044,WO52702,325,10
TO21044,WO52703,324,2
TO21044,WO52704,217,6
TO21045,WO52705,283,9
TO21045,WO52706,70,9
TO21045,WO52707,214,8
TO21045,WO52708,126,1
TO21046,WO52709,143,7
TO21046,WO52710,174,6
TO21047,WO52711,230,5
TO21047,WO52712,208,7
TO21047,WO52713,46,5
TO21047,WO52714,97,10
TO21048,WO52715,225,6
TO21049,WO52716,92,4
TO21049,WO52717,116,10
TO21049,WO52718,287,8
TO21050,WO52719,208,1
TO21051,WO52720,323,10
TO21052,WO52721,287,2
TO21052,WO52722,175,5
TO21053,WO52723,40,9
TO21053,WO52724,95,9
TO21054,WO52725,240,7
TO21055,WO52726,106,7
TO21055,WO52727,118,2
TO21055,WO52728,257,1
TO21056,WO52729,153,3
TO21056,WO52730,281,4
TO21056,WO52731,70,5
TO21057,WO52732,89,6
TO21057,WO52733,37,1
TO21058,WO52734,81,9
TO21058,WO52735,91,6
TO21058,WO52736,288,8
TO21059,WO52737,282,1
TO21059,WO52738,248,3
TO21060,WO52739,60,9
TO21060,WO52740,194,10
TO21061,WO52741,239,3
TO21061,WO52742,120,2
TO21061,WO52743,300,7
TO21061,WO52744,40,10
TO21062,WO52745,186,7
TO21063,WO52746,180,10
TO21063,WO52747,265,4
TO21063,WO52748,52,7
TO21063,WO52749,93,7
TO21064,WO52750,249,8
TO21064,WO52751,41,2
TO21064,WO52752,343,6
TO21064,WO52753,172,4
TO21065,WO52754,254,3
TO21065,WO52755,177,10
TO21066,WO52756,41,3
TO21066,WO52757,74,4
TO21066,WO52758,61,4
TO21067,WO52759,96,7
TO21068,WO52760,74,8
TO21069,WO52761,317,4
TO21070,WO52762,71,5
TO21070,WO52763,134,5
TO21070,WO52764,314,1
TO21071,WO52765,101,5
TO21071,WO52766,243,1
TO21072,WO52767,319,2
TO21072,WO52768,256,8
TO21072,WO52769,54,1
TO21072,WO52770,90,5
TO21073,WO52771,239,1
TO21073,WO52772,300,2
TO21074,WO52773,116,7
TO21074,WO52774,289,2
TO21075,WO52775,344,5
TO21076,WO52776,57,7
TO21077,WO52777,150,8
TO21078,WO52778,47,1
TO21078,WO52779,142,4
TO21079,WO52780,322,2
TO21080,WO52781,211,8
TO21081,WO52782,323,6
TO21081,WO52783,124,10
TO21082,WO52784,86,5
TO21082,WO52785,80,4
TO21082,WO52786,342,5
TO21082,WO52787,269,1
TO21083,WO52788,160,2
TO21083,WO52789,282,8
TO21083,WO52790,345,2
TO21083,WO52791,353,8
TO21084,WO52792,334,5
TO21084,WO52793,237,10
TO21085,WO52794,291,6
TO21086,WO52795,319,7
TO21086,WO52796,316,5
TO21087,WO52797,355,5
TO21087,WO52798,168,1
TO21087,WO52799,290,5
TO21087,WO52800,103,7
TO21088,WO52801,327,7
TO21088,WO52802,211,7
TO21089,WO52803,254,4
TO21089,WO52804,50,2
TO21090,WO52805,317,4
TO21090,WO52806,180,6
TO21090,WO52807,174,1
TO21091,WO52808,189,3
TO21091,WO52809,125,9
TO21091,WO52810,108,2
TO21091,WO52811,268,2
TO21092,WO52812,43,7
TO21093,WO52813,342,4
TO21093,WO52814,37,5
TO21093,WO52815,240,7
TO21094,WO52816,227,4
TO21095,WO52817,84,6
TO21096,WO52818,254,7
TO21096,WO52819,197,10
TO21096,WO52820,296,2
TO21097,WO52821,127,1
TO21097,WO52822,305,6
TO21097,WO52823,181,8
TO21098,WO52824,316,7
TO21098,WO52825,31,6
TO21099,WO52826,83,7
TO21099,WO52827,277,3
TO21099,WO52828,339,9
TO21099,WO52829,30,5
TO21100,WO52830,327,2
TO21100,WO52831,81,6
TO21100,WO52832,67,5
TO21100,WO52833,168,2
TO21101,WO52834,223,10
TO21101,WO52835,352,9
TO21101,WO52836,154,2
TO21102,WO52837,129,8
TO21102,WO52838,188,8
TO21103,WO52839,145,8
TO21103,WO52840,286,4
TO21103,WO52841,216,8
TO21104,WO52842,228,1
TO21104,WO52843,181,4
TO21104,WO52844,329,9
TO21104,WO52845,264,1
TO21105,WO52846,356,3
TO21105,WO52847,306,5
TO21105,WO52848,138,3
TO21106,WO52849,208,4
TO21107,WO52850,172,3
TO21108,WO52851,84,5
TO21108,WO52852,271,9
TO21108,WO52853,139,3
TO21108,WO52854,148,4
TO21109,WO52855,314,9
TO21109,WO52856,271,10
TO21109,WO52857,293,4
TO21109,WO52858,305,1
TO21110,WO52859,258,5
TO21110,WO52860,100,9
TO21111,WO52861,181,2
TO21112,WO52862,56,8
TO21112,WO52863,358,5
TO21113,WO52864,224,6
TO21114,WO52865,67,3
TO21115,WO52866,213,8
TO21115,WO52867,75,4
TO21115,WO52868,87,10
TO21116,WO52869,282,3
TO21116,WO52870,360,8
TO21117,WO52871,118,10
TO21117,WO52872,231,7
TO21117,WO52873,240,3
TO21117,WO52874,238,10
TO21118,WO52875,260,9
TO21118,WO52876,317,7
TO21119,WO52877,189,8
TO21120,WO52878,76,4
TO21121,WO52879,192,1
TO21121,WO52880,276,1
TO21121,WO52881,170,1
TO21122,WO52882,282,3
TO21122,WO52883,239,7
TO21123,WO52884,186,10
TO21123,WO52885,354,4
TO21124,WO52886,100,4
TO21124,WO52887,156,5
TO21124,WO52888,67,6
TO21125,WO52889,233,4
